SSIC,UEN,firm_type,ownership_type,exp_total_rnd,no_sc_researchers,no_pr_researchers,no_fc_researchers,no_phd_researchers,no_masters_researchers,no_bachelors_researchers,no_nondegree_researchers,no_postgrad_researchers
S2,2854,SME,Public RI,2354.208,150,24,281,311,156,170,89,337
S1,2855,SME,IHL,2829.462,120,149,621,50,231,191,348,366
S1,2856,LLC,Public RI,2004.216,258,337,138,673,174,209,183,327
S2,2857,SME,Gov,3193.066,229,381,236,177,446,275,161,154
S3,2858,LLC,Private,4416.385,260,174,46,143,65,370,292,293
S1,2859,LLC,Public RI,4518.815,55,134,66,869,581,47,204,180
S1,2860,MNC,Private,3019.13,266,521,227,125,65,272,133,177
S3,2861,SME,Gov,3348.135,512,525,86,249,287,116,139,244
S3,2862,LLC,Public RI,1752.495,540,461,127,626,60,452,115,33
S3,2863,MNC,Gov,4563.499,247,188,57,845,865,510,495,299
S3,2864,SME,IHL,4226.984,725,199,53,261,204,245,118,479
S3,2865,SME,Gov,2946.802,77,250,520,104,429,399,148,874
S1,2866,SME,Private,4917.604,142,176,338,146,205,119,27,285
S1,2867,MNC,Private,2271.575,159,104,448,6,190,148,103,1348
S1,2868,SME,Public RI,4240.068,94,430,642,323,77,55,550,294
S3,2869,MNC,Gov,3081.869,204,312,166,171,228,238,335,75
S3,2870,LLC,IHL,3716.966,41,965,1069,370,36,546,98,279
S3,2871,MNC,Gov,3435.565,133,637,1098,285,172,81,266,412
S2,2872,LLC,IHL,3158.587,495,264,240,454,116,602,645,562
S3,2873,LLC,Gov,3107.017,246,92,404,410,290,353,133,299
S3,2874,SME,Gov,2397.61,175,345,127,255,605,92,419,75
S3,2875,MNC,IHL,3046.259,163,386,411,364,85,46,187,192
S1,2876,LLC,Gov,5657.06,118,509,547,39,232,410,380,382
S1,2877,MNC,IHL,2773.892,180,115,279,891,324,302,192,281
S1,2878,SME,Public RI,2367.685,122,146,295,264,534,242,180,37
S1,2879,SME,Gov,3292.427,182,174,210,99,172,85,185,354
S1,2880,MNC,Private,1344.321,355,344,281,5,451,210,382,302
S2,2881,SME,IHL,3062.216,269,192,109,406,1058,336,123,428
S1,2882,MNC,Private,2268.465,164,321,679,109,79,143,119,225
S2,2883,LLC,Gov,2114.758,154,888,259,566,332,152,220,97
S1,2884,SME,Private,4908.189,210,492,949,506,176,89,342,382
S2,2885,MNC,IHL,3876.554,255,125,154,162,235,66,298,349
S1,2886,MNC,IHL,1809.35,963,251,117,474,360,795,726,79
S2,2887,LLC,Public RI,2413.021,114,87,299,47,85,538,142,127
S3,2888,LLC,Gov,4368.891,114,75,245,127,403,560,55,91
S3,2889,LLC,Gov,4844.337,32,137,175,414,185,316,367,200
S2,2890,SME,Public RI,3929.712,460,832,252,630,249,483,615,409
S2,2891,MNC,Private,3870.781,356,105,496,835,101,149,429,670
S2,2892,MNC,Private,2876.815,220,708,351,199,1033,358,329,109
S2,2893,LLC,Private,2425.977,389,437,192,378,99,321,143,356
S1,2894,MNC,IHL,2531.012,408,143,61,177,262,546,78,189
S2,2895,LLC,Gov,2721.949,162,93,319,435,418,515,387,192
S1,2896,LLC,Private,2748.298,129,356,499,653,592,293,165,317
S1,2897,LLC,Public RI,5490.401,117,248,43,135,61,439,128,90
S3,2898,LLC,Gov,2627.779,329,582,389,544,530,574,411,393
S3,2899,MNC,Private,1528.011,202,224,268,216,352,190,230,155
S1,2900,LLC,Public RI,3969.814,314,490,357,231,253,132,188,393
S1,2901,LLC,Gov,4201.144,85,76,110,221,59,81,401,46
S1,2902,LLC,Gov,2750.338,87,98,864,15,449,358,169,161
S2,2903,LLC,IHL,2318.089,559,460,296,557,162,489,328,290
S1,2904,MNC,Public RI,2370.19,556,925,194,76,464,785,228,552
S2,2905,SME,Public RI,2246.633,73,329,212,154,115,433,560,63
S3,2906,SME,Private,2206.943,392,126,503,72,203,187,395,172
S3,2907,SME,Public RI,2120.493,380,136,70,724,86,43,361,396
S2,2908,SME,Private,2879.351,270,243,685,198,285,44,595,420
S3,2909,SME,Private,2781.34,252,1027,728,490,366,206,319,154
S2,2910,MNC,Gov,3598.132,385,71,220,715,498,169,290,75
S2,2911,SME,Public RI,3014.439,126,336,677,92,59,261,283,431
S2,2912,SME,Public RI,4162.171,213,174,272,233,355,239,410,333
S3,2913,LLC,Public RI,1729.779,312,216,193,34,133,50,98,373
S2,2914,LLC,IHL,5273.27,105,586,197,21,451,599,385,585
S2,2915,MNC,IHL,2700.022,132,292,116,124,1004,767,492,438
S1,2916,LLC,Public RI,6610.976,173,398,614,397,494,376,289,132
S3,2917,LLC,IHL,2189.842,142,631,310,377,219,138,277,276
S1,2918,LLC,Public RI,3234.979,524,267,491,97,102,288,176,301
S3,2919,MNC,Public RI,3281.83,102,254,557,335,254,280,521,883
S1,2920,LLC,Public RI,2672.441,50,226,264,32,517,115,328,226
S3,2921,LLC,Public RI,2857.591,328,445,242,170,367,167,755,343
S3,2922,LLC,Public RI,3044.061,362,390,443,178,68,338,436,313
S2,2923,MNC,IHL,3162.818,57,305,51,192,173,115,267,170
S1,2924,SME,Gov,2220.417,170,111,223,226,120,488,201,301
S1,2925,LLC,Gov,4911.696,408,672,452,53,144,672,280,301
S2,2926,MNC,Private,3468.885,79,250,63,229,116,172,538,834
S1,2927,LLC,IHL,2820.433,122,178,527,176,373,636,348,215
S1,2928,LLC,Gov,1716.736,214,433,399,120,296,500,72,326
S2,2929,LLC,Public RI,3074.383,693,302,167,113,319,281,978,94
S3,2930,SME,Private,3444.74,377,69,585,14,55,167,274,445
S2,2931,MNC,Gov,2685.485,74,1124,58,392,164,23,374,169
S1,2932,LLC,IHL,3447.007,502,323,176,342,240,333,221,356
S3,2933,MNC,IHL,4731.521,188,234,374,495,86,605,301,222
S3,2934,MNC,IHL,3753.734,151,101,293,105,216,457,818,134
S2,2935,MNC,IHL,3739.15,314,576,312,164,692,76,397,221
S2,2936,SME,IHL,2976.625,45,225,459,483,52,244,272,207
S1,2937,LLC,Public RI,2196.125,912,99,81,646,222,201,414,142
S3,2938,MNC,Private,1155.051,334,233,197,611,674,234,234,450
S3,2939,SME,Private,4553.644,138,514,155,167,37,585,247,424
S2,2940,MNC,Public RI,1499.233,56,260,1185,218,298,490,727,127
S1,2941,LLC,Gov,2300.395,171,18,368,435,270,435,119,195
S2,2942,LLC,Private,1393.015,90,89,826,242,143,680,237,292
S2,2943,LLC,IHL,2903.345,413,55,373,576,456,118,356,34
S3,2944,MNC,IHL,3857.095,203,172,437,157,193,340,256,320
S3,2945,SME,IHL,5656.156,184,183,258,272,164,191,825,272
S1,2946,MNC,IHL,3012.346,160,6,317,331,128,155,709,306
S1,2947,MNC,Private,4308.927,250,285,90,132,214,96,248,494
S2,2948,LLC,Private,3709.284,171,177,649,307,21,217,640,211
S2,2949,LLC,Gov,2102.299,25,620,434,188,50,8,376,458
S2,2950,LLC,Public RI,2232.642,187,306,129,845,44,224,159,496
S2,2951,MNC,Gov,3830.081,29,699,50,274,172,106,296,186
S3,2952,MNC,IHL,2799.373,122,240,122,416,155,160,370,240
S1,2953,MNC,IHL,2864.623,100,147,458,420,441,171,363,176
S2,2954,LLC,Public RI,3210.359,204,53,400,134,162,63,196,762
S2,2955,SME,Gov,1351.415,804,257,174,227,369,217,400,235
S1,2956,MNC,Public RI,3682.197,67,490,191,188,234,717,56,476
S2,2957,MNC,Private,3531.767,291,230,82,278,368,214,493,88
S3,2958,MNC,Gov,2522.77,325,314,412,128,369,561,155,96
S2,2959,LLC,IHL,2559.894,930,304,171,324,509,208,606,354
S2,2960,LLC,Private,2372.912,527,363,125,164,183,237,188,113
S1,2961,MNC,Private,3679.053,180,296,1032,922,56,318,81,392
S2,2962,SME,Private,4937.469,182,528,461,183,380,342,133,120
S3,2963,SME,Public RI,3540.345,60,146,286,43,476,153,289,302
S2,2964,MNC,IHL,2319.1,92,149,151,120,46,694,179,92
S3,2965,LLC,IHL,1646.705,620,390,519,97,202,143,395,346
S2,2966,LLC,IHL,2571.913,509,38,152,485,115,281,147,330
S2,2967,SME,IHL,1399.102,156,203,47,856,499,608,25,181
S2,2968,MNC,Public RI,1895.023,230,53,487,505,509,274,509,583
S2,2969,LLC,IHL,2272.003,75,1654,611,523,387,32,66,191
S1,2970,SME,Private,2186.655,606,130,364,93,957,143,136,788
S2,2971,SME,IHL,5623.532,604,148,549,140,36,295,256,154
S2,2972,LLC,Public RI,2368.981,153,161,183,267,173,74,399,179
S1,2973,MNC,Gov,2605.087,317,19,326,519,217,81,246,113
S1,2974,MNC,Private,2457.318,632,599,46,178,91,98,581,177
S1,2975,MNC,Gov,2407.686,398,83,258,281,527,187,257,449
S3,2976,SME,Private,1305.011,195,191,311,806,163,91,500,134
S3,2977,LLC,Gov,5078.251,582,141,285,90,617,611,123,151
S2,2978,MNC,Public RI,3476.654,507,234,312,465,669,233,496,493
S2,2979,MNC,IHL,2600.652,60,310,82,104,155,501,475,551
S2,2980,MNC,Private,2208.966,154,122,370,356,434,292,198,96
S1,2981,LLC,Public RI,2614.237,141,285,783,185,85,559,28,188
S2,2982,SME,Private,2134.395,476,289,153,248,97,82,233,214
S2,2983,LLC,Public RI,2238.759,49,91,136,110,329,421,419,145
S2,2984,MNC,Public RI,2754.535,336,151,188,31,658,368,125,270
S2,2985,SME,Public RI,1543.657,141,192,495,527,730,45,663,385
S3,2986,MNC,Private,1288.696,150,490,222,477,370,203,259,251
S1,2987,LLC,Private,2780.058,273,162,244,107,375,258,202,22
S1,2988,SME,Gov,1943.228,102,401,83,151,610,907,52,172
S3,2989,LLC,Gov,2038.056,22,109,179,491,422,312,370,59
S1,2990,MNC,Public RI,2143.928,418,273,113,283,329,118,471,302
S2,2991,LLC,IHL,1903.577,159,136,216,111,335,270,250,387
S2,2992,MNC,Private,3305.009,161,347,120,65,542,246,296,60
S2,2993,SME,IHL,3018.518,221,118,51,187,50,238,399,61
S3,2994,MNC,Private,2795.64,289,182,116,615,462,156,291,230
S1,2995,MNC,IHL,3201.698,254,421,374,121,147,37,668,48
S2,2996,LLC,Gov,4335.357,530,136,648,462,233,300,226,596
S1,2997,LLC,IHL,2463.741,235,234,914,202,79,603,144,88
S3,2998,SME,Private,3137.603,323,308,253,265,461,247,570,137
S2,2999,SME,IHL,3416.306,192,260,367,385,438,469,472,211
S3,3000,LLC,Gov,2672.257,179,329,148,369,188,171,586,741
S1,3001,LLC,Private,1126.432,109,224,350,193,122,298,305,426
S2,3002,LLC,Public RI,1792.133,109,78,100,200,355,240,894,613
S2,3003,SME,Gov,5870.957,701,371,142,509,91,602,183,422
S1,3004,SME,Gov,5280.095,399,88,44,469,96,376,15,104
S2,3005,LLC,Gov,2767.768,396,160,186,83,213,384,215,472
S3,3006,LLC,IHL,4002.678,783,319,146,61,408,255,4,187
S1,3007,MNC,Public RI,1625.931,367,624,193,285,187,603,296,135
S3,3008,SME,Public RI,2988.756,684,407,476,227,409,371,536,435
S2,3009,MNC,Gov,2147.055,244,193,432,8,185,445,219,405
S3,3010,SME,IHL,5354.545,1041,447,106,119,1020,771,314,453
S3,3011,MNC,Private,1626.658,297,457,95,76,809,368,351,603
S3,3012,SME,Public RI,3173.031,188,466,288,144,290,237,63,204
S2,3013,LLC,IHL,4827.488,30,328,487,279,343,253,211,540
S2,3014,LLC,IHL,1533.241,268,85,78,153,517,515,602,236
S2,3015,MNC,Gov,2233.708,314,366,434,737,89,386,381,312
S1,3016,SME,Gov,2639.975,182,425,217,119,705,99,328,541
S3,3017,MNC,Private,3148.375,149,209,416,454,347,345,185,166
S1,3018,SME,IHL,1949.788,241,216,64,555,83,1249,241,109
S2,3019,LLC,Public RI,3278.652,253,73,230,457,25,265,253,261
S1,3020,SME,IHL,3757.564,139,390,362,125,72,423,317,730
S1,3021,LLC,IHL,3276.84,349,424,167,326,69,387,240,121
S1,3022,MNC,Private,2030.644,119,183,521,204,396,438,265,538
S2,3023,LLC,Private,3482.646,242,467,837,107,214,257,167,366
S2,3024,LLC,Gov,1748.782,262,235,153,57,87,703,258,322
S1,3025,LLC,Gov,3757.464,397,570,206,939,164,89,224,24
S3,3026,SME,Private,2204.373,147,511,222,82,65,663,192,113
S1,3027,SME,Private,1720.122,432,423,333,64,304,167,471,505
S1,3028,MNC,Gov,3208.251,260,132,495,711,272,411,115,250
S1,3029,MNC,IHL,1710.184,455,165,242,381,526,204,59,32
S1,3030,LLC,IHL,2259.633,386,222,127,406,27,482,48,436
S1,3031,SME,Public RI,3730.491,514,479,549,203,54,255,238,498
S3,3032,MNC,Private,2857.676,201,287,246,540,44,256,151,73
S2,3033,SME,Gov,3158.309,504,113,300,190,1090,409,834,57
S3,3034,MNC,IHL,3372.063,251,386,159,647,600,115,245,82
S3,3035,SME,IHL,3369.932,204,76,557,164,422,87,349,404
S3,3036,MNC,Public RI,3610.612,256,50,234,364,281,415,657,89
S1,3037,MNC,IHL,3024.104,201,431,380,188,482,168,290,211
S1,3038,MNC,IHL,2829.848,61,967,185,809,716,133,279,98
S3,3039,SME,Gov,3901.803,622,112,320,555,386,316,361,227
S1,3040,LLC,Gov,2480.173,579,115,201,345,954,563,397,217
S2,3041,SME,Private,3036.325,240,166,87,229,58,226,160,240
S2,3042,MNC,Gov,4333.518,73,782,298,360,118,963,467,465
S3,3043,MNC,Private,1914.563,432,100,82,386,213,231,423,123
S2,3044,SME,Gov,2591.406,27,758,261,60,214,221,223,930
S2,3045,MNC,Gov,3322.284,212,550,245,202,131,447,199,555
S2,3046,SME,Gov,2853.706,84,312,263,64,96,394,301,316
S2,3047,LLC,Public RI,2508.955,481,513,459,468,79,228,267,68
S3,3048,LLC,IHL,2631.875,254,470,75,336,547,269,149,186
S3,3049,MNC,IHL,3228.056,1119,173,408,605,392,406,292,364
S2,3050,LLC,Public RI,3150.143,220,88,532,63,237,161,180,181
S3,3051,SME,Public RI,1888.702,380,946,67,252,297,19,49,155
S3,3052,SME,IHL,3290.814,216,243,459,293,238,66,354,298
S2,3053,MNC,Public RI,2449.485,66,193,468,637,423,758,77,711
S3,3054,MNC,Public RI,4147.047,144,46,224,334,229,1113,185,108
S2,3055,LLC,Private,4473.662,821,400,63,140,215,188,118,64
S2,3056,MNC,Private,2429.672,226,374,256,208,242,387,765,137
S3,3057,SME,Private,2837.069,434,583,635,204,333,197,329,498
S3,3058,MNC,Public RI,3200.578,439,933,127,330,104,194,138,64
S1,3059,MNC,Gov,2953.639,353,335,492,437,354,372,420,48
S1,3060,SME,Public RI,1564.092,99,948,201,335,135,373,389,522
S2,3061,SME,Public RI,1642.625,176,127,378,474,589,471,807,200
S1,3062,LLC,Gov,3551.927,606,175,71,371,941,341,926,263
S1,3063,MNC,Private,3584.637,248,225,185,638,213,532,766,318
S1,3064,SME,Private,2828.349,187,81,288,515,60,92,263,279
S2,3065,MNC,Private,2555.811,456,375,111,172,76,438,35,74
S1,3066,SME,Gov,1648.415,37,72,294,805,395,105,125,203
S1,3067,SME,Gov,3047.281,83,246,92,620,379,217,393,174
S1,3068,LLC,Private,4261.861,368,625,327,286,321,301,77,334
S2,3069,SME,Private,4328.085,33,623,151,367,202,581,184,208
S3,3070,SME,Public RI,3360.194,209,243,438,515,95,656,348,837
S3,3071,SME,Gov,3412.416,354,618,533,622,206,302,341,203
S3,3072,LLC,Private,2276.689,468,118,315,232,247,926,31,295
S1,3073,LLC,IHL,3483.084,524,113,436,536,292,351,73,737
S1,3074,LLC,IHL,1683.993,174,260,524,313,89,259,91,390
S2,3075,MNC,IHL,2095.529,114,511,193,386,345,162,80,450
S3,3076,LLC,Gov,2520.175,299,896,206,36,471,490,466,345
S3,3077,MNC,Private,3272.724,388,180,279,98,26,300,137,105
S3,3078,LLC,IHL,4933.005,74,270,463,921,499,83,71,363
S3,3079,SME,IHL,2658.013,117,214,538,118,260,256,303,267
S2,3080,SME,Gov,2520.381,387,518,150,314,236,789,589,465
S3,3081,SME,IHL,3681.654,167,1213,360,183,103,552,508,178
S1,3082,SME,Private,2945.78,291,322,521,290,105,273,95,240
S3,3083,LLC,Gov,2187.559,61,452,182,644,56,201,89,376
S1,3084,SME,Public RI,4787.794,149,426,193,151,1056,135,336,319
S3,3085,SME,IHL,3616.891,76,372,273,291,250,497,326,583
S3,3086,SME,Gov,2923.513,238,144,401,647,81,123,95,134
S2,3087,MNC,Private,2637.391,215,290,501,461,458,306,492,142
S2,3088,SME,Public RI,2780.281,149,412,225,580,238,405,549,227
S3,3089,SME,Private,4782.281,849,221,277,352,327,168,746,175
S1,3090,SME,IHL,3235.087,365,124,570,108,254,47,324,114
S1,3091,SME,Gov,4051.698,154,47,102,352,83,207,203,267
S3,3092,LLC,IHL,2469.398,217,173,281,357,212,84,163,364
S1,3093,MNC,Private,1551.06,171,406,284,255,351,114,388,205
S3,3094,LLC,Public RI,2703.982,378,103,269,314,148,137,204,470
S3,3095,SME,Public RI,4277.71,168,571,142,126,89,349,285,87
S3,3096,LLC,IHL,2916.377,154,365,285,72,272,116,596,352
S2,3097,SME,Private,2001.811,88,245,140,314,894,75,91,235
S2,3098,SME,Private,3363.869,476,449,364,86,586,285,209,56
S3,3099,SME,Gov,3366.868,203,27,176,526,410,367,265,65
S1,3100,SME,Public RI,2641.559,207,654,255,341,135,507,133,578
S2,3101,MNC,IHL,3018.313,197,222,281,421,203,476,439,660
S1,3102,MNC,Gov,3189.816,455,257,321,162,55,830,336,600
S3,3103,SME,Gov,3912.785,296,226,437,1067,315,109,293,294
S1,3104,MNC,Public RI,3537.608,235,395,274,195,137,214,90,48
S1,3105,LLC,Private,3012.312,371,411,451,761,260,662,253,89
S1,3106,MNC,Private,2488.912,1103,297,112,262,461,407,302,637
S3,3107,LLC,Private,3340.428,323,365,502,328,88,524,117,341
S1,3108,SME,Public RI,1642.735,107,363,697,443,259,334,150,249
S1,3109,LLC,IHL,3650.695,386,408,179,250,308,185,484,573
S1,3110,SME,IHL,4555.326,379,469,513,204,686,89,88,24
S1,3111,SME,Public RI,1501.685,99,70,266,99,445,322,261,265
S3,3112,MNC,Private,3493.448,536,894,200,238,125,7,319,97
S3,3113,SME,Private,2316.324,325,212,169,102,360,824,193,125
S3,3114,LLC,Public RI,2801.324,206,173,535,606,1038,185,199,70
S3,3115,LLC,Public RI,2919.077,263,76,875,247,488,320,82,117
S1,3116,MNC,IHL,1556.932,140,133,113,43,267,604,232,340
S2,3117,SME,Private,2278.325,237,551,489,512,14,1092,593,451
S2,3118,LLC,Gov,1880.852,402,427,387,504,262,28,627,88
S1,3119,MNC,IHL,2330.321,209,147,692,304,58,94,78,241
S2,3120,MNC,Gov,2578.046,430,14,236,409,414,223,154,194
S3,3121,LLC,Gov,2980.292,40,317,151,957,412,113,299,143
S3,3122,MNC,IHL,2250.031,96,384,188,254,170,238,247,484
S2,3123,MNC,IHL,1637.056,91,564,313,516,146,57,158,112
S3,3124,MNC,IHL,4997.435,47,438,154,310,472,402,151,223
S2,3125,SME,IHL,2770.097,427,150,317,160,282,122,588,634
S3,3126,MNC,Private,1765.405,256,168,714,116,115,518,188,242
S3,3127,SME,Public RI,3305.628,87,286,327,354,220,49,272,448
S2,3128,SME,Private,3102.72,312,105,410,273,202,111,212,474
S3,3129,MNC,IHL,2438.896,64,41,103,130,333,287,304,188
S1,3130,LLC,IHL,3127.835,431,868,582,289,221,312,86,117
S1,3131,SME,IHL,3277.358,233,260,421,209,48,378,85,213
S1,3132,MNC,Gov,3355.257,174,409,69,258,449,479,110,302
S2,3133,SME,Gov,2613.462,47,399,372,154,99,84,522,610
S2,3134,LLC,Public RI,2879.403,146,503,148,147,269,186,100,702
S1,3135,LLC,Private,3613.397,286,57,520,11,266,247,186,85
S3,3136,LLC,Private,1958.705,305,67,100,332,184,144,531,589
S3,3137,SME,IHL,4154.687,807,257,266,397,63,275,217,10
S1,3138,LLC,Gov,2022.126,116,569,350,137,67,238,344,374
S3,3139,MNC,Private,3582.334,729,438,44,213,345,169,546,109
S2,3140,MNC,Public RI,2294.758,257,130,22,219,122,82,603,233
S3,3141,SME,Public RI,1636.47,176,180,180,503,325,199,155,139
S3,3142,SME,Gov,2723.389,117,123,225,27,308,302,426,92
S1,3143,LLC,IHL,3814.064,38,448,139,83,338,682,167,917
S1,3144,MNC,IHL,2277.792,356,108,521,15,79,138,291,168
S1,3145,MNC,Public RI,4255.278,353,597,269,364,280,206,235,114
S2,3146,LLC,Gov,2716.099,308,29,56,893,60,143,65,166
S2,3147,MNC,Public RI,3351.671,541,221,252,218,366,272,602,253
S3,3148,MNC,IHL,3017.067,308,564,331,790,389,150,54,578
S2,3149,LLC,IHL,2819.695,30,555,428,568,409,738,332,175
S1,3150,LLC,Public RI,2970.331,174,1009,174,150,24,136,113,156
S3,3151,SME,Gov,2697.203,539,198,319,166,452,177,72,301
S2,3152,LLC,Public RI,3473.545,174,112,56,676,864,164,108,565
S2,3153,LLC,Public RI,2373.769,87,512,207,124,259,170,389,131
S2,3154,MNC,Gov,1990.174,156,869,316,487,60,747,17,115
S2,3155,SME,Private,2178.126,246,330,327,29,234,196,169,268
S2,3156,SME,Gov,2853.321,542,476,85,103,191,302,368,252
S2,3157,SME,Gov,2863.144,390,331,177,120,414,481,246,255
S1,3158,MNC,Public RI,4746.92,500,189,711,161,595,339,223,393
S1,3159,LLC,IHL,1646.222,78,470,146,465,607,129,258,103
S3,3160,SME,Private,3614.739,203,218,248,458,330,240,160,319
S2,3161,SME,IHL,2578.804,210,464,127,376,62,286,671,566
S3,3162,LLC,IHL,5189.388,68,241,293,693,67,168,165,281
S3,3163,SME,IHL,3487.112,514,439,315,74,247,123,198,272
S3,3164,MNC,Public RI,2872.408,140,199,364,765,372,304,86,145
S3,3165,MNC,Public RI,1919.549,262,454,418,632,179,354,310,932
S2,3166,LLC,Gov,2666.694,578,145,135,90,224,762,336,77
S1,3167,LLC,IHL,3128.798,107,247,528,107,432,206,452,684
S2,3168,MNC,Gov,3439.996,486,375,245,96,600,63,383,129
S3,3169,LLC,Private,2972.671,238,301,114,343,71,82,688,476
S2,3170,LLC,Gov,2911.25,831,185,147,176,263,306,168,121
S3,3171,LLC,Private,1247.009,333,151,751,126,543,440,138,99
S2,3172,SME,Public RI,2883.111,171,373,334,196,326,212,182,393
S2,3173,MNC,Public RI,3047.554,223,288,357,150,155,667,439,1001
S2,3174,MNC,Public RI,3972.847,99,262,151,135,66,708,162,859
S3,3175,LLC,IHL,4132.486,317,476,410,200,131,209,104,21
S1,3176,SME,Public RI,1620.263,113,280,165,90,113,167,494,60
S3,3177,SME,Public RI,3100.843,529,76,24,510,236,410,431,141
S2,3178,LLC,IHL,1976.094,354,169,192,396,256,421,147,141
S2,3179,LLC,IHL,1710.681,426,36,442,102,421,5,475,358
S3,3180,MNC,Private,3256.375,599,39,326,361,227,82,143,315
S3,3181,LLC,Gov,2436.885,371,43,375,194,264,582,88,157
S3,3182,LLC,Gov,1975.028,239,157,760,500,98,320,216,392
S1,3183,LLC,Private,2979.208,93,230,642,108,396,295,198,660
S3,3184,SME,IHL,2688.725,266,214,276,186,471,411,213,201
S3,3185,MNC,Private,2223.887,210,312,213,137,238,440,104,396
S1,3186,MNC,Public RI,2256.265,270,268,327,320,902,110,251,177
S2,3187,LLC,Private,3552.58,409,438,764,565,183,176,539,120
S1,3188,MNC,IHL,3955.293,463,100,172,205,426,945,20,403
S2,3189,MNC,Private,3676.521,254,303,101,364,147,157,248,578
S3,3190,LLC,IHL,2279.667,8,961,84,254,96,460,77,501
S2,3191,MNC,Gov,2592.721,500,233,78,173,167,246,476,70
S3,3192,LLC,Public RI,3608.296,348,251,414,650,357,513,107,222
S1,3193,LLC,IHL,2417.947,203,360,182,148,518,186,614,839
S3,3194,MNC,IHL,5006.25,92,389,1249,51,227,185,48,380
S2,3195,LLC,Gov,2316.533,193,284,133,251,258,355,133,158
S1,3196,LLC,Private,4668.378,348,173,343,57,167,179,145,267
S2,3197,LLC,Gov,3045.019,182,266,208,181,140,170,344,143
S2,3198,MNC,Gov,1887.226,432,207,104,691,499,250,179,251
S3,3199,MNC,Private,2231.402,189,259,1014,255,686,138,474,386
S1,3200,SME,Gov,3769.278,151,964,201,96,653,140,33,329
S2,3201,SME,Gov,4852.276,239,445,475,367,50,219,372,29
S1,3202,SME,Private,4072.156,342,476,335,161,695,148,263,303
S2,3203,LLC,Public RI,2559.778,45,57,240,184,462,178,314,186
S1,3204,MNC,IHL,2504.526,351,425,146,78,280,781,30,113
S3,3205,MNC,Public RI,4024.664,589,317,145,719,275,491,119,207
S3,3206,LLC,Private,4948.835,418,235,256,360,194,186,210,129
S3,3207,MNC,Public RI,3542.132,162,139,369,934,509,118,400,386
S2,3208,SME,Private,4020.102,796,650,458,531,101,913,124,195
S1,3209,LLC,Public RI,3304.131,489,195,194,195,237,390,292,192
S2,3210,LLC,Private,1705.865,852,362,500,276,257,141,261,270
S2,3211,MNC,Private,3215.765,287,348,216,85,291,192,123,83
S2,3212,MNC,Gov,3576.149,69,280,146,102,284,249,193,237
S2,3213,LLC,Private,2336.853,571,223,353,142,194,356,170,442
S3,3214,SME,IHL,4704.572,577,45,283,130,201,153,336,234
S2,3215,SME,Public RI,3209.651,156,326,94,799,508,164,260,127
S1,3216,LLC,IHL,2252.391,324,328,441,105,102,262,527,129
S2,3217,MNC,Private,2972.975,77,133,247,81,157,256,265,294
S2,3218,MNC,Gov,6005.852,263,99,234,575,160,460,39,295
S1,3219,MNC,IHL,3710.91,281,72,453,130,505,1075,426,182
S1,3220,SME,IHL,4592.567,43,162,402,248,82,558,449,550
S2,3221,LLC,Public RI,2851.079,195,25,452,134,359,141,164,359
S2,3222,SME,IHL,3588.837,197,136,72,295,201,244,208,513
S2,3223,MNC,IHL,3529.563,754,253,493,768,103,164,690,460
S1,3224,MNC,Gov,2672.596,344,23,89,751,426,335,206,29
S3,3225,MNC,Private,2885.561,90,108,210,300,221,449,219,276
S1,3226,SME,Private,3731.015,333,119,203,284,798,341,134,419
S2,3227,LLC,Gov,2769.257,270,32,320,220,367,489,298,318
S2,3228,SME,Public RI,4210.204,455,225,871,711,340,295,451,165
